trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",30,0,-188.53910981968616,"{0: 16, 1: 3, 2: 7, 3: 2, 4: 2}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",25,0,-85.22485471436737,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",20,8,-139.86517528428965,"{0: 4, 1: 1, 2: 4, 3: 1, 4: 2}",1
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",25,0,-113.25604768636485,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
5,False,"{'a': 0.01, 'e': 0.951229424500714}",20,0,-28.841111748181433,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",30,0,-150.30573702079585,"{0: 16, 1: 7, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-43.7112741130087,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",30,0,-283.7300873758949,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 6}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",30,0,-132.19632550356457,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-151.82239654201888,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,0,-102.31584536015617,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,1,-93.36530473528738,"{0: 7, 1: 4, 2: 8, 3: 0, 4: 0}",1
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-134.35776911216055,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",25,0,-167.3266856821874,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 3}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",35,0,-98.13948428720097,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,0,-22.43729202469142,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-47.47334193203884,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",25,0,-103.28964895106351,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",25,0,-78.25627547173445,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,0,-63.40259984809226,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",25,0,-204.06037598086073,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",30,0,-178.78393983273264,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",25,0,-162.51843420630274,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",30,0,-76.20830922815331,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 2}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",35,0,-102.54393938084877,"{0: 23, 1: 4, 2: 5, 3: 3, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",25,0,-115.57972179475966,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",25,0,-62.90369658316559,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",25,0,-77.04710199843716,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-90.17546055979015,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,15,-37.868671418117714,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,-71.9653369729047,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",20,0,-89.73985414102751,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",20,0,-84.3223760219419,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.7117703227626097}",25,0,-93.04630134096257,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",30,0,-113.8032077109159,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.697676326071031}",25,0,-82.95961062531768,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
37,False,"{'a': 0.01, 'e': 0.6907343306373547}",25,0,-47.68404824171504,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
38,False,"{'a': 0.01, 'e': 0.6838614092123558}",20,0,-12.62505932918025,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.6770568744981647}",25,0,-84.7034743264879,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.6703200460356393}",20,6,-48.78749029809569,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
41,False,"{'a': 0.01, 'e': 0.6636502501363194}",25,3,-65.19780367654515,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 0}",1
42,False,"{'a': 0.01, 'e': 0.6570468198150567}",30,0,-59.49271369481807,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
43,False,"{'a': 0.01, 'e': 0.6505090947233165}",25,0,-48.390767645504134,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.6440364210831414}",20,12,-11.692419501124675,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
45,False,"{'a': 0.01, 'e': 0.6376281516217733}",30,16,-4.196414351845187,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
46,False,"{'a': 0.01, 'e': 0.631283645506926}",20,0,-6.874948540499313,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.6250022682827008}",20,16,9.66874819691907,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.6187833918061408}",25,0,-50.83385396058916,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
49,False,"{'a': 0.01, 'e': 0.6126263941844161}",20,0,-98.84496728005983,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",20,0,-97.92947742171437,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",25,16,-35.288085337705155,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",25,11,-2.156527603981651,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",25,0,-17.980110900841503,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",20,0,-110.03102022990778,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",20,16,7.181797841848862,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",25,0,-57.479395022170465,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",25,3,-33.540861945373464,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 0}",1
58,False,"{'a': 0.01, 'e': 0.559898366565402}",25,10,-41.77811701378668,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",30,16,-13.068400853667608,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.5488116360940265}",25,0,-77.85173973534454,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",1
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",20,10,9.384023422619217,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,0,-24.905765393383206,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",30,9,-121.66525822934284,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 3}",1
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",35,0,-12.281669242899941,"{0: 30, 1: 2, 2: 2, 3: 1, 4: 0}",0
65,False,"{'a': 0.01, 'e': 0.522045776761016}",30,11,-12.183132638410791,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
66,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,0,-33.34218438862558,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",25,13,-14.844697266677448,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.5066169923655895}",30,18,-2.786649891177891,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.5015760690660555}",30,8,-35.23725016778003,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",25,3,11.252252327043362,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",25,17,7.959699639109353,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",20,7,10.522016420582776,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",25,6,-14.938573018479133,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
74,False,"{'a': 0.01, 'e': 0.4771139155210344}",30,13,-17.01455424360607,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",20,0,-18.87161466062452,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",25,0,-108.2426347557342,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",35,4,-127.73368516369685,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 3}",1
78,False,"{'a': 0.01, 'e': 0.4584060113052235}",25,0,-64.1356944347461,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",30,0,-0.8690828581199108,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",25,12,-26.42071651372066,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",20,0,-35.71271650324075,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",25,3,1.7344596067702092,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,0,-50.07900884882183,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",25,7,2.837018660403988,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,0,-13.258736468977489,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",20,0,-28.934516949872915,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
87,False,"{'a': 0.01, 'e': 0.418951549247639}",30,0,-113.84535882732777,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",20,11,5.949888428214528,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,14,12.528509711582876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,0,4.1567499788299465,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,0,8.138902313032254,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",30,0,-144.80471634744416,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",20,8,6.308890608749716,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,13,4.595308996552893,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",20,9,12.172328820144392,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",25,17,15.47830758888866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,14,10.156976388424592,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",20,9,-14.557640130917687,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,0,-23.966454996588688,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",25,8,-18.736984590709774,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,5,-19.17479974414023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",20,0,-48.73586855250523,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",25,0,-29.487541628808565,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,3,-18.790782264943463,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",25,12,18.703951325802834,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",20,12,-0.825855058074586,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,7,1.5155546791833436,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,8,-17.25172029729619,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",20,12,16.910245968801316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,11,17.395161140457247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",30,16,1.621795821835096,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",25,17,2.8927113145917467,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,0,-19.978012600985807,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",25,3,-4.6152369079698765,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",25,4,25.85570361749437,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",20,11,16.793390612500414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",35,0,-88.88552001316187,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,0,-0.855319225475764,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,8,13.417244649296796,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",20,15,1.7321358767440898,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,6,6.387161634716296,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",25,17,-26.906338332095242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",25,3,-0.9901366832592955,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,8,10.390223063261892,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",25,14,2.3662891285215197,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,4,17.42944610612173,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",25,7,-47.78981419452681,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,14,-17.11602664890263,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",30,18,-28.08171528129761,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",30,3,20.83951920680573,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,0,-57.7619510986749,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",25,17,3.0987516492953557,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,11,13.481316047810223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",20,15,10.149403059444676,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,17,-10.266798414831705,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,0,-9.229616686698602,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,16,7.598782168009593,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",30,3,32.435591121536184,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,8,7.0737597993102685,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",25,14,7.983747665099849,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",30,13,7.133070320339083,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,6,17.305683996742886,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,12,14.455879997639375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",25,9,-37.04189315731994,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",35,16,16.158157186919915,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,0,-4.740260208842026,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",20,8,-31.84170708951064,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",20,4,9.477116509543801,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",30,2,18.513933521649683,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,9,7.058346479106577,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",20,6,14.243193492637701,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",20,12,3.7761654391609634,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",35,13,13.051307451824096,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",25,4,-17.313589315473045,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",20,13,14.56188982402644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,14,11.332194838888947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",30,16,3.5549357164167974,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",20,14,12.123537902696436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",20,0,-26.595471815489972,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",25,16,10.917693773050546,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,15,18.070442444969622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",30,12,-1.816007152846491,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",25,7,6.213667477494068,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",25,11,-0.18535893104783252,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",20,16,8.315488057833832,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",20,6,7.499206987491673,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,8,1.6238445442574774,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,14,12.932746263517,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",30,12,-15.050651300532856,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,0,-65.33286878022868,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",35,0,6.5019621008662405,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",25,10,-41.583439617541885,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,0,25.750412227198122,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,13,7.543607864664232,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",25,17,13.383737666556597,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,10,5.402289180339437,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",30,17,12.778840199522836,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,5,22.92352054611384,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,0,7.96372009702468,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",20,16,6.772832350839352,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",25,0,-24.80726002521409,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",30,22,17.145722352256637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
